 Values of the electric field strength in the far field V
 "Frequency in Hz"  1.1000001E+10
          Theta(deg)            Phi(deg)        Magn(Etheta)       Phase(Etheta)          Magn(Ephi)         Phase(Ephi)            Total_dB
 "FarField Radiation"           1
   0.8000000000E+002   0.8000000000E+002   0.1667754936E+002   0.1661525917E+002   0.1305040002E+001   0.3528920650E+001   0.5634231567E+002
   0.8000000000E+002   0.1000000000E+003   0.1664799881E+002   0.1663945961E+002   0.9271604419E+000   0.1217900944E+002   0.5627677155E+002
   0.8000000000E+002   0.1200000000E+003   0.1576242638E+002   0.9858839989E+001   0.7667252541E+001   0.4725218582E+002   0.5727632141E+002
   0.8000000000E+002   0.1400000000E+003   0.9476564407E+001   0.1466668892E+002   0.2769219589E+002   0.7967355251E+001   0.6753044891E+002
   0.8000000000E+002   0.1600000000E+003   0.7386412144E+001   0.1297269535E+002   0.3173462868E+002   0.3225677872E+002   0.6967575836E+002
   0.8000000000E+002   0.1800000000E+003   0.1853434145E+000   0.8536906433E+002   0.2425368881E+002   0.1762866211E+002   0.6377195740E+002
   0.1000000000E+003   0.0000000000E+000   0.5541891232E-001   0.4971687794E+001   0.2439964485E+002   0.1714251137E+002   0.6389142609E+002
   0.1000000000E+003   0.2000000000E+002   0.7556694508E+001   0.1241823101E+002   0.3159980011E+002   0.3242199707E+002   0.6961913300E+002
   0.1000000000E+003   0.4000000000E+002   0.9627481461E+001   0.1596378136E+002   0.2801503372E+002   0.6773867607E+001   0.6777111816E+002
   0.1000000000E+003   0.6000000000E+002   0.1562482071E+002   0.1051420116E+002   0.7834027290E+001   0.4881439209E+002   0.5721973038E+002
   0.1000000000E+003   0.8000000000E+002   0.1667756081E+002   0.1661526299E+002   0.1305047393E+001   0.3528792858E+001   0.5634233093E+002
   0.1000000000E+003   0.1000000000E+003   0.1664800453E+002   0.1663946342E+002   0.9271615744E+000   0.1217905712E+002   0.5627677536E+002
   0.1000000000E+003   0.1200000000E+003   0.1576243591E+002   0.9858803749E+001   0.7667228222E+001   0.4725210190E+002   0.5727631378E+002
   0.1000000000E+003   0.1400000000E+003   0.9476569176E+001   0.1466665077E+002   0.2769218826E+002   0.7967364788E+001   0.6753044128E+002
   0.1000000000E+003   0.1600000000E+003   0.7386411667E+001   0.1297267628E+002   0.3173462486E+002   0.3225678253E+002   0.6967575073E+002
   0.1000000000E+003   0.1800000000E+003   0.1853431910E+000   0.8536863708E+002   0.2425367355E+002   0.1762869263E+002   0.6377194977E+002
   0.1200000000E+003   0.0000000000E+000   0.1458662301E+000   0.2348599052E+002   0.2532150650E+002   0.3925511932E+002   0.6463341522E+002
   0.1200000000E+003   0.2000000000E+002   0.3289161444E+001   0.3741954041E+002   0.1771571350E+002   0.3159523201E+002   0.5782794189E+002
   0.1200000000E+003   0.4000000000E+002   0.2467985916E+002   0.4590153503E+002   0.2012870407E+002   0.5104111099E+002   0.6921914673E+002
   0.1200000000E+003   0.6000000000E+002   0.3590220642E+002   0.5046687698E+002   0.7457902431E+001   0.7921124268E+002   0.7203843689E+002
   0.1200000000E+003   0.8000000000E+002   0.2960201454E+002   0.4315583420E+002   0.4718341827E+001   0.5031368637E+002   0.6800773621E+002
   0.1200000000E+003   0.1000000000E+003   0.2978425980E+002   0.4365832138E+002   0.4399832726E+001   0.5304944611E+002   0.6809547424E+002
   0.1200000000E+003   0.1200000000E+003   0.3598096085E+002   0.5105432510E+002   0.7443685055E+001   0.7697397614E+002   0.7207888031E+002
   0.1200000000E+003   0.1400000000E+003   0.2428984642E+002   0.4759481812E+002   0.1969816017E+002   0.5147478485E+002   0.6885523987E+002
   0.1200000000E+003   0.1600000000E+003   0.3299772978E+001   0.3883937454E+002   0.1826312637E+002   0.3064227676E+002   0.5841891861E+002
   0.1200000000E+003   0.1800000000E+003   0.2624869049E+000   0.5347968292E+002   0.2527359962E+002   0.3993162155E+002   0.6459628296E+002
   0.1400000000E+003   0.0000000000E+000   0.2548500896E+000   0.3929002380E+002   0.2208692932E+002   0.1612354517E+001   0.6190105057E+002
   0.1400000000E+003   0.2000000000E+002   0.1071623230E+002   0.5057882309E+002   0.1579461002E+002   0.5284532928E+002   0.5897998047E+002
   0.1400000000E+003   0.4000000000E+002   0.2179648781E+002   0.3395441055E+002   0.1714914513E+002   0.3465612793E+002   0.6645325470E+002
   0.1400000000E+003   0.6000000000E+002   0.2644965363E+002   0.1442433929E+002   0.9800434113E+001   0.2626192474E+002   0.6679137421E+002
   0.1400000000E+003   0.8000000000E+002   0.1783135223E+002   0.3483530807E+002   0.8813368797E+001   0.3968411636E+002   0.5980485916E+002
   0.1400000000E+003   0.1000000000E+003   0.1768913651E+002   0.3446632385E+002   0.8608553886E+001   0.4104688644E+002   0.5958457565E+002
   0.1400000000E+003   0.1200000000E+003   0.2625479126E+002   0.1426852894E+002   0.1001599026E+002   0.2567889404E+002   0.6671569824E+002
   0.1400000000E+003   0.1400000000E+003   0.2136078453E+002   0.3365472794E+002   0.1720188713E+002   0.3388995743E+002   0.6622986603E+002
   0.1400000000E+003   0.1600000000E+003   0.1077158833E+002   0.4870027161E+002   0.1582905483E+002   0.5349538040E+002   0.5904233551E+002
   0.1400000000E+003   0.1800000000E+003   0.1953327209E+000   0.4135227585E+002   0.2177405357E+002   0.7053250670E+000   0.6161518478E+002
   0.1600000000E+003   0.0000000000E+000   0.8209338784E-001   0.1845308304E+002   0.1781312561E+002   0.7378503418E+002   0.5759892273E+002
   0.1600000000E+003   0.2000000000E+002   0.6070080280E+001   0.4272112846E+001   0.2334121513E+002   0.2912064743E+002   0.6365882874E+002
   0.1600000000E+003   0.4000000000E+002   0.1961304092E+002   0.3562295532E+002   0.1598071289E+002   0.2808592606E+002   0.6461553955E+002
   0.1600000000E+003   0.6000000000E+002   0.1471113682E+002   0.3748075867E+002   0.9401459694E+001   0.4219288635E+002   0.5719672394E+002
   0.1600000000E+003   0.8000000000E+002   0.1322165394E+002   0.5188689804E+002   0.4205926895E+001   0.6776673889E+002   0.5260105896E+002
   0.1600000000E+003   0.1000000000E+003   0.1310059357E+002   0.5114009857E+002   0.4229115486E+001   0.6919127655E+002   0.5244446564E+002
   0.1600000000E+003   0.1200000000E+003   0.1435537338E+002   0.3655310059E+002   0.9417967796E+001   0.4179032135E+002   0.5686212158E+002
   0.1600000000E+003   0.1400000000E+003   0.1930412865E+002   0.3501367950E+002   0.1575107288E+002   0.2883872414E+002   0.6430921936E+002
   0.1600000000E+003   0.1600000000E+003   0.6020415306E+001   0.3855008841E+001   0.2317154884E+002   0.2960980034E+002   0.6351175308E+002
   0.1600000000E+003   0.1800000000E+003   0.4429186881E-001   0.7500933075E+002   0.1781606293E+002   0.7468904877E+002   0.5760206604E+002
   0.1800000000E+003   0.0000000000E+000   0.1082921922E+000   0.1352499008E+002   0.1165221214E+002   0.6272380829E+002   0.4911078644E+002
   0.1800000000E+003   0.2000000000E+002   0.3962330818E+001   0.6415316010E+002   0.1095833588E+002   0.6253579712E+002   0.4911074066E+002
   0.1800000000E+003   0.4000000000E+002   0.7470603466E+001   0.6334178162E+002   0.8942887306E+001   0.6229063034E+002   0.4911073685E+002
   0.1800000000E+003   0.6000000000E+002   0.1007834625E+002   0.6302267838E+002   0.5849088192E+001   0.6183137131E+002   0.4911072159E+002
   0.1800000000E+003   0.8000000000E+002   0.1147070885E+002   0.6281499863E+002   0.2051348209E+001   0.5982921219E+002   0.4911074066E+002
   0.1800000000E+003   0.1000000000E+003   0.1147965431E+002   0.6263263321E+002   0.2000716448E+001   0.6569168091E+002   0.4911075211E+002
   0.1800000000E+003   0.1200000000E+003   0.1010407829E+002   0.6242546463E+002   0.5804517746E+001   0.6362301254E+002   0.4911071396E+002
   0.1800000000E+003   0.1400000000E+003   0.7510013103E+001   0.6210893631E+002   0.8909829140E+001   0.6315868759E+002   0.4911075211E+002
   0.1800000000E+003   0.1600000000E+003   0.4010684967E+001   0.6131161880E+002   0.1094071865E+002   0.6291223907E+002   0.4911072159E+002
   0.1800000000E+003   0.1800000000E+003   0.1082899272E+000   0.1352586937E+002   0.1165220928E+002   0.6272386932E+002   0.4911077881E+002
 "FarField Radiation"           2
   0.0000000000E+000   0.0000000000E+000   0.1082920730E+000   0.1352652073E+002   0.1165221119E+002   0.6272382736E+002   0.4911077881E+002
   0.0000000000E+000   0.4500000000E+002   0.8221499443E+001   0.6324214935E+002   0.8257864952E+001   0.6220766449E+002   0.4911075592E+002
   0.0000000000E+000   0.9000000000E+002   0.1165220928E+002   0.6272383499E+002   0.1082918048E+000   0.1352733612E+002   0.4911077881E+002
   0.0000000000E+000   0.1350000000E+003   0.8257864952E+001   0.6220766449E+002   0.8221499443E+001   0.6324214935E+002   0.4911075592E+002
   0.0000000000E+000   0.1800000000E+003   0.1082909033E+000   0.1352834511E+002   0.1165220928E+002   0.6272383881E+002   0.4911077881E+002
   0.0000000000E+000   0.2250000000E+003   0.8221497536E+001   0.6324215698E+002   0.8257867813E+001   0.6220766449E+002   0.4911075592E+002
   0.0000000000E+000   0.2700000000E+003   0.1165221119E+002   0.6272382736E+002   0.1082921922E+000   0.1352737045E+002   0.4911078644E+002
   0.0000000000E+000   0.3150000000E+003   0.8257865906E+001   0.6220764160E+002   0.8221496582E+001   0.6324213791E+002   0.4911075211E+002
   0.0000000000E+000   0.3600000000E+003   0.1082907990E+000   0.1352868652E+002   0.1165221310E+002   0.6272383118E+002   0.4911078644E+002
   0.4500000000E+002   0.0000000000E+000   0.3374768794E+000   0.2844351768E+002   0.1327899551E+002   0.6606305122E+001   0.5173012543E+002
   0.4500000000E+002   0.4500000000E+002   0.7723670959E+001   0.1673663902E+002   0.8085097313E+001   0.7137350082E+001   0.4828504944E+002
   0.4500000000E+002   0.9000000000E+002   0.1129490757E+002   0.5423807526E+002   0.4316836298E+000   0.1249429464E+001   0.4850163269E+002
   0.4500000000E+002   0.1350000000E+003   0.7416654587E+001   0.1690660286E+002   0.8222666740E+001   0.5708579063E+001   0.4809082031E+002
   0.4500000000E+002   0.1800000000E+003   0.3777108490E+000   0.1362468052E+002   0.1296943092E+002   0.5328830242E+001   0.5126037979E+002
   0.4500000000E+002   0.2250000000E+003   0.7658207893E+001   0.1660784721E+002   0.8093166351E+001   0.9521352768E+001   0.4821470261E+002
   0.4500000000E+002   0.2700000000E+003   0.1149898815E+002   0.5542763519E+002   0.3954839110E+000   0.3802285910E+001   0.4885700226E+002
   0.4500000000E+002   0.3150000000E+003   0.7374746799E+001   0.1958184624E+002   0.8155006409E+001   0.8625775337E+001   0.4794889450E+002
   0.4500000000E+002   0.3600000000E+003   0.3374734521E+000   0.2844320679E+002   0.1327899551E+002   0.6606355667E+001   0.5173012543E+002
   0.9000000000E+002   0.0000000000E+000   0.1498901803E-007   0.7223906040E+001   0.2230118179E+002   0.1269644833E+002   0.6209279633E+002
   0.9000000000E+002   0.4500000000E+002   0.2802918516E-005   0.3625956345E+002   0.2217025566E+002   0.3237726450E+001   0.6197502899E+002
   0.9000000000E+002   0.9000000000E+002   0.3456727200E-005   0.9684083939E+001   0.9398999065E-001   0.3217570114E+002  -0.4729133987E+002
   0.9000000000E+002   0.1350000000E+003   0.2782334832E-005   0.3489094162E+002   0.2191499901E+002   0.1271692395E+001   0.6174342728E+002
   0.9000000000E+002   0.1800000000E+003   0.4898891248E-007   0.8607503510E+002   0.2215059662E+002   0.1317705441E+002   0.6195728683E+002
   0.9000000000E+002   0.2250000000E+003   0.2794040711E-005   0.3550047684E+002   0.2199693108E+002   0.1910875082E+001   0.6181806183E+002
   0.9000000000E+002   0.2700000000E+003   0.3458349738E-005   0.1019510746E+002   0.6745142490E-001   0.2451598740E+002  -0.5392694855E+002
   0.9000000000E+002   0.3150000000E+003   0.2783721357E-005   0.3478702927E+002   0.2168249512E+002   0.9304102659E+000   0.6153010559E+002
   0.9000000000E+002   0.3600000000E+003   0.1499291713E-007   0.7220578671E+001   0.2230117226E+002   0.1269640541E+002   0.6209278488E+002
   0.1350000000E+003   0.0000000000E+000   0.3374768794E+000   0.2844351768E+002   0.1327899551E+002   0.6606305122E+001   0.5173012543E+002
   0.1350000000E+003   0.4500000000E+002   0.7723670959E+001   0.1673663902E+002   0.8085097313E+001   0.7137350082E+001   0.4828504944E+002
   0.1350000000E+003   0.9000000000E+002   0.1129490757E+002   0.5423807526E+002   0.4316836298E+000   0.1249429464E+001   0.4850163269E+002
   0.1350000000E+003   0.1350000000E+003   0.7416654587E+001   0.1690660286E+002   0.8222666740E+001   0.5708579063E+001   0.4809082031E+002
   0.1350000000E+003   0.1800000000E+003   0.3777108490E+000   0.1362468052E+002   0.1296943092E+002   0.5328830242E+001   0.5126037979E+002
   0.1350000000E+003   0.2250000000E+003   0.7658207893E+001   0.1660784721E+002   0.8093166351E+001   0.9521352768E+001   0.4821470261E+002
   0.1350000000E+003   0.2700000000E+003   0.1149898815E+002   0.5542763519E+002   0.3954839110E+000   0.3802285910E+001   0.4885700226E+002
   0.1350000000E+003   0.3150000000E+003   0.7374746799E+001   0.1958184624E+002   0.8155006409E+001   0.8625775337E+001   0.4794889450E+002
   0.1350000000E+003   0.3600000000E+003   0.3374734521E+000   0.2844320679E+002   0.1327899551E+002   0.6606355667E+001   0.5173012543E+002
   0.1800000000E+003   0.0000000000E+000   0.1082921922E+000   0.1352499008E+002   0.1165221214E+002   0.6272380829E+002   0.4911078644E+002
   0.1800000000E+003   0.4500000000E+002   0.8221491814E+001   0.6324211502E+002   0.8257868767E+001   0.6220774460E+002   0.4911075211E+002
   0.1800000000E+003   0.9000000000E+002   0.1165219975E+002   0.6272377777E+002   0.1082913205E+000   0.1352610493E+002   0.4911075974E+002
   0.1800000000E+003   0.1350000000E+003   0.8257873535E+001   0.6220774460E+002   0.8221495628E+001   0.6324214554E+002   0.4911075974E+002
   0.1800000000E+003   0.1800000000E+003   0.1082899272E+000   0.1352586937E+002   0.1165220928E+002   0.6272386932E+002   0.4911077881E+002
   0.1800000000E+003   0.2250000000E+003   0.8221493721E+001   0.6324208069E+002   0.8257870674E+001   0.6220768738E+002   0.4911075592E+002
   0.1800000000E+003   0.2700000000E+003   0.1165220261E+002   0.6272387695E+002   0.1082916483E+000   0.1352592659E+002   0.4911077118E+002
   0.1800000000E+003   0.3150000000E+003   0.8257863045E+001   0.6220767212E+002   0.8221492767E+001   0.6324218369E+002   0.4911074829E+002
   0.1800000000E+003   0.3600000000E+003   0.1082907021E+000   0.1352773571E+002   0.1165220737E+002   0.6272382736E+002   0.4911077499E+002
