 "Frequency in Hz"  1.1000001E+10
          Theta(deg)            Phi(deg)        Magn(Etheta)       Phase(Etheta)          Magn(Ephi)         Phase(Ephi)            Total_dB
   0.4000000000E+001   0.1600000000E+002   0.5758199692E+001   0.2685566711E+002   0.2124312782E+002   0.4895145416E+002   0.6182967758E+002
   0.4000000000E+001   0.1800000000E+002   0.6464272022E+001   0.2705041313E+002   0.2105748558E+002   0.4915665817E+002   0.6184570312E+002
   0.4000000000E+001   0.2000000000E+002   0.7163458824E+001   0.2728202438E+002   0.2084941483E+002   0.4938304138E+002   0.6186235809E+002
   0.4000000000E+001   0.2200000000E+002   0.7854957104E+001   0.2754637337E+002   0.2061863136E+002   0.4963031769E+002   0.6187911606E+002
   0.4000000000E+001   0.2400000000E+002   0.8537930489E+001   0.2784024429E+002   0.2036468124E+002   0.4989675140E+002   0.6189529419E+002
   0.4000000000E+001   0.2600000000E+002   0.9211549759E+001   0.2816084671E+002   0.2008755684E+002   0.5018151855E+002   0.6191058350E+002
   0.4000000000E+001   0.2800000000E+002   0.9874938011E+001   0.2850590134E+002   0.1978681183E+002   0.5048258972E+002   0.6192428589E+002
   0.4000000000E+001   0.3000000000E+002   0.1052726364E+002   0.2887300301E+002   0.1946220589E+002   0.5079888153E+002   0.6193590164E+002
   0.4000000000E+001   0.3200000000E+002   0.1116767406E+002   0.2925988007E+002   0.1911363792E+002   0.5112865829E+002   0.6194503784E+002
   0.4000000000E+001   0.3400000000E+002   0.1179528713E+002   0.2966418076E+002   0.1874083519E+002   0.5147018433E+002   0.6195114517E+002
   0.4000000000E+001   0.3600000000E+002   0.1240928936E+002   0.3008398247E+002   0.1834373283E+002   0.5182180023E+002   0.6195390701E+002
   0.4000000000E+001   0.3800000000E+002   0.1300881863E+002   0.3051658821E+002   0.1792228508E+002   0.5218151093E+002   0.6195298004E+002
   0.4000000000E+001   0.4000000000E+002   0.1359310436E+002   0.3095982552E+002   0.1747653198E+002   0.5254759979E+002   0.6194816589E+002
   0.4000000000E+001   0.4200000000E+002   0.1416124821E+002   0.3141123390E+002   0.1700639534E+002   0.5291754532E+002   0.6193912506E+002
   0.4000000000E+001   0.4400000000E+002   0.1471250629E+002   0.3186862946E+002   0.1651210022E+002   0.5328990173E+002   0.6192581558E+002
   0.4000000000E+001   0.4600000000E+002   0.1524612713E+002   0.3232929611E+002   0.1599380302E+002   0.5366217041E+002   0.6190819168E+002
   0.4000000000E+001   0.4800000000E+002   0.1576128197E+002   0.3279087448E+002   0.1545187473E+002   0.5403240585E+002   0.6188630676E+002
   0.4000000000E+001   0.5000000000E+002   0.1625727081E+002   0.3325089264E+002   0.1488662338E+002   0.5439819717E+002   0.6186024094E+002
   0.4000000000E+001   0.5200000000E+002   0.1673346901E+002   0.3370684814E+002   0.1429847908E+002   0.5475783920E+002   0.6183025360E+002
   0.4000000000E+001   0.5400000000E+002   0.1718910599E+002   0.3415658188E+002   0.1368806553E+002   0.5510848618E+002   0.6179661560E+002
   0.4000000000E+001   0.5600000000E+002   0.1762354469E+002   0.3459694672E+002   0.1305590630E+002   0.5544813156E+002   0.6175962830E+002
   0.4000000000E+001   0.5800000000E+002   0.1803629875E+002   0.3502614594E+002   0.1240277576E+002   0.5577474594E+002   0.6171986389E+002
   0.4000000000E+001   0.6000000000E+002   0.1842664146E+002   0.3544192886E+002   0.1172947788E+002   0.5608525085E+002   0.6167771912E+002
   0.4000000000E+001   0.6200000000E+002   0.1879408646E+002   0.3584177017E+002   0.1103683662E+002   0.5637801743E+002   0.6163376617E+002
   0.4000000000E+001   0.6400000000E+002   0.1913825035E+002   0.3622356415E+002   0.1032587624E+002   0.5664964676E+002   0.6158876419E+002
   0.4000000000E+001   0.6600000000E+002   0.1945851326E+002   0.3658523941E+002   0.9597498894E+001   0.5689733505E+002   0.6154318237E+002
   0.4000000000E+001   0.6800000000E+002   0.1975452232E+002   0.3692483521E+002   0.8852884293E+001   0.5711780930E+002   0.6149780655E+002
   0.4000000000E+001   0.7000000000E+002   0.2002590942E+002   0.3724064255E+002   0.8093195915E+001   0.5730709839E+002   0.6145336914E+002
   0.4000000000E+001   0.7200000000E+002   0.2027217102E+002   0.3753071213E+002   0.7319614410E+001   0.5745965195E+002   0.6141042709E+002
   0.4000000000E+001   0.7400000000E+002   0.2049314499E+002   0.3779359436E+002   0.6533428192E+001   0.5756892395E+002   0.6136981201E+002
   0.4000000000E+001   0.7600000000E+002   0.2068858337E+002   0.3802784729E+002   0.5735991478E+001   0.5762417603E+002   0.6133222580E+002
   0.4000000000E+001   0.7800000000E+002   0.2085813904E+002   0.3823221970E+002   0.4928618431E+001   0.5760894012E+002   0.6129819489E+002
   0.4000000000E+001   0.8000000000E+002   0.2100157356E+002   0.3840554810E+002   0.4112750053E+001   0.5749435806E+002   0.6126827240E+002
   0.4000000000E+001   0.8200000000E+002   0.2111884880E+002   0.3854679489E+002   0.3289886236E+001   0.5722262573E+002   0.6124309158E+002
   0.4000000000E+001   0.8400000000E+002   0.2120973969E+002   0.3865523911E+002   0.2461569548E+001   0.5665924454E+002   0.6122300720E+002
   0.4000000000E+001   0.8600000000E+002   0.2127419090E+002   0.3873036194E+002   0.1629696488E+001   0.5539598846E+002   0.6120840454E+002
   0.4000000000E+001   0.8800000000E+002   0.2131211090E+002   0.3877116013E+002   0.7977973223E+000   0.5131899261E+002   0.6119951248E+002
   0.4000000000E+001   0.9000000000E+002   0.2132339859E+002   0.3877784729E+002   0.1211952940E+000   0.5355358887E+002   0.6119642258E+002
   0.4000000000E+001   0.9200000000E+002   0.2130820656E+002   0.3875033188E+002   0.8911361694E+000   0.6655303192E+002   0.6119932175E+002
   0.4000000000E+001   0.9400000000E+002   0.2126647377E+002   0.3868840027E+002   0.1722907305E+001   0.6302946472E+002   0.6120805740E+002
   0.4000000000E+001   0.9600000000E+002   0.2119828606E+002   0.3859232330E+002   0.2553647041E+001   0.6175059128E+002   0.6122248077E+002
   0.4000000000E+001   0.9800000000E+002   0.2110371208E+002   0.3846241379E+002   0.3380264997E+001   0.6104195023E+002   0.6124229813E+002
   0.4000000000E+001   0.1000000000E+003   0.2098294830E+002   0.3829956818E+002   0.4200912476E+001   0.6054997635E+002   0.6126720047E+002
   0.4000000000E+001   0.1020000000E+003   0.2083610725E+002   0.3810404205E+002   0.5014039516E+001   0.6015533829E+002   0.6129668808E+002
   0.4000000000E+001   0.1040000000E+003   0.2066340637E+002   0.3787702942E+002   0.5818210125E+001   0.5980626678E+002   0.6133024597E+002
   0.4000000000E+001   0.1060000000E+003   0.2046514702E+002   0.3761956787E+002   0.6611959457E+001   0.5947744751E+002   0.6136733627E+002
   0.4000000000E+001   0.1080000000E+003   0.2024158669E+002   0.3733286285E+002   0.7393997192E+001   0.5915504456E+002   0.6140731430E+002
   0.4000000000E+001   0.1100000000E+003   0.1999287796E+002   0.3701815796E+002   0.8162896156E+001   0.5883090973E+002   0.6144932175E+002
   0.4000000000E+001   0.1120000000E+003   0.1971960068E+002   0.3667706299E+002   0.8917547226E+001   0.5850097275E+002   0.6149291611E+002
   0.4000000000E+001   0.1140000000E+003   0.1942205620E+002   0.3631115341E+002   0.9656589508E+001   0.5816224289E+002   0.6153723907E+002
   0.4000000000E+001   0.1160000000E+003   0.1910064697E+002   0.3592228699E+002   0.1037902737E+002   0.5781379318E+002   0.6158162689E+002
   0.4000000000E+001   0.1180000000E+003   0.1875579643E+002   0.3551228333E+002   0.1108368778E+002   0.5745472336E+002   0.6162531281E+002
   0.4000000000E+001   0.1200000000E+003   0.1838814354E+002   0.3508308792E+002   0.1176963139E+002   0.5708565140E+002   0.6166778564E+002
   0.4000000000E+001   0.1220000000E+003   0.1799799156E+002   0.3463726044E+002   0.1243598366E+002   0.5670694351E+002   0.6170826340E+002
   0.4000000000E+001   0.1240000000E+003   0.1758605194E+002   0.3417620468E+002   0.1308184052E+002   0.5631937027E+002   0.6174626923E+002
   0.4000000000E+001   0.1260000000E+003   0.1715290451E+002   0.3370273972E+002   0.1370643520E+002   0.5592426682E+002   0.6178127670E+002
   0.4000000000E+001   0.1280000000E+003   0.1669908905E+002   0.3321908188E+002   0.1430923557E+002   0.5552304459E+002   0.6181286621E+002
   0.4000000000E+001   0.1300000000E+003   0.1622531700E+002   0.3272713089E+002   0.1488948059E+002   0.5511671066E+002   0.6184061432E+002
   0.4000000000E+001   0.1320000000E+003   0.1573224449E+002   0.3222958374E+002   0.1544684696E+002   0.5470729446E+002   0.6186431885E+002
   0.4000000000E+001   0.1340000000E+003   0.1522047424E+002   0.3172882462E+002   0.1598088551E+002   0.5429636765E+002   0.6188369751E+002
   0.4000000000E+001   0.1360000000E+003   0.1469085026E+002   0.3122690773E+002   0.1649122238E+002   0.5388580322E+002   0.6189867401E+002
   0.4000000000E+001   0.1380000000E+003   0.1414404011E+002   0.3072611427E+002   0.1697770309E+002   0.5347731781E+002   0.6190922165E+002
   0.4000000000E+001   0.1400000000E+003   0.1358080864E+002   0.3022848320E+002   0.1744017410E+002   0.5307254410E+002   0.6191540146E+002
   0.4000000000E+001   0.1420000000E+003   0.1300189114E+002   0.2973608208E+002   0.1787857437E+002   0.5267371750E+002   0.6191733551E+002
   0.4000000000E+001   0.1440000000E+003   0.1240806866E+002   0.2925110054E+002   0.1829285240E+002   0.5228226089E+002   0.6191521072E+002
   0.4000000000E+001   0.1460000000E+003   0.1180015373E+002   0.2877485275E+002   0.1868308449E+002   0.5190018463E+002   0.6190932846E+002
   0.4000000000E+001   0.1480000000E+003   0.1117892170E+002   0.2830891418E+002   0.1904945564E+002   0.5152925491E+002   0.6190008163E+002
   0.4000000000E+001   0.1500000000E+003   0.1054510975E+002   0.2785471153E+002   0.1939205170E+002   0.5117096329E+002   0.6188779449E+002
   0.4000000000E+001   0.1520000000E+003   0.9899626732E+001   0.2741295242E+002   0.1971110916E+002   0.5082720184E+002   0.6187299728E+002
   0.4000000000E+001   0.1540000000E+003   0.9243191719E+001   0.2698425293E+002   0.2000684738E+002   0.5049938965E+002   0.6185612488E+002
   0.4000000000E+001   0.1560000000E+003   0.8576545715E+001   0.2656845856E+002   0.2027961731E+002   0.5018896103E+002   0.6183777618E+002
   0.4000000000E+001   0.1580000000E+003   0.7900578022E+001   0.2616450500E+002   0.2052959633E+002   0.4989733124E+002   0.6181844330E+002
   0.4000000000E+001   0.1600000000E+003   0.7216048241E+001   0.2577066040E+002   0.2075717163E+002   0.4962575150E+002   0.6179874802E+002
   0.4000000000E+001   0.1620000000E+003   0.6523695469E+001   0.2538343620E+002   0.2096252823E+002   0.4937537003E+002   0.6177915573E+002
   0.4000000000E+001   0.1640000000E+003   0.5824295998E+001   0.2499673271E+002   0.2114604187E+002   0.4914735031E+002   0.6176028442E+002
   0.4000000000E+001   0.1660000000E+003   0.5118617535E+001   0.2460035133E+002   0.2130799866E+002   0.4894254303E+002   0.6174267197E+002
   0.4000000000E+001   0.1680000000E+003   0.4407399654E+001   0.2417639732E+002   0.2144863701E+002   0.4876171875E+002   0.6172679901E+002
   0.4000000000E+001   0.1700000000E+003   0.3691447973E+001   0.2369264603E+002   0.2156809425E+002   0.4860554504E+002   0.6171302795E+002
   0.4000000000E+001   0.1720000000E+003   0.2971500397E+001   0.2308419418E+002   0.2166662788E+002   0.4847475052E+002   0.6170180893E+002
   0.4000000000E+001   0.1740000000E+003   0.2248444557E+001   0.2220119476E+002   0.2174446487E+002   0.4836979294E+002   0.6169353867E+002
   0.4000000000E+001   0.1760000000E+003   0.1523477674E+001   0.2060702896E+002   0.2180151939E+002   0.4829103851E+002   0.6168830490E+002
   0.4000000000E+001   0.1780000000E+003   0.7995056510E+000   0.1627979851E+002   0.2183800888E+002   0.4823845673E+002   0.6168643570E+002
   0.4000000000E+001   0.1800000000E+003   0.1383652389E+000   0.3917837143E+002   0.2185396004E+002   0.4821271133E+002   0.6168804550E+002
   0.6000000000E+001   0.0000000000E+000   0.1131389514E+000   0.2468409157E+002   0.2032477188E+002   0.4986388397E+002   0.6023711777E+002
   0.6000000000E+001   0.2000000000E+001   0.6144121289E+000   0.6498852730E+001   0.2031534004E+002   0.4987392044E+002   0.6023666763E+002
   0.6000000000E+001   0.4000000000E+001   0.1336493611E+001   0.8071198463E+001   0.2029325485E+002   0.4991197586E+002   0.6024905396E+002
   0.6000000000E+001   0.6000000000E+001   0.2058136940E+001   0.8614476204E+001   0.2025812149E+002   0.4997782135E+002   0.6027380371E+002
   0.6000000000E+001   0.8000000000E+001   0.2778597116E+001   0.8957819939E+001   0.2020961189E+002   0.5007243729E+002   0.6031043625E+002
   0.6000000000E+001   0.1000000000E+002   0.3497268200E+001   0.9246553421E+001   0.2014719582E+002   0.5019601822E+002   0.6035816956E+002
   0.6000000000E+001   0.1200000000E+002   0.4213433266E+001   0.9527295113E+001   0.2007010078E+002   0.5034912109E+002   0.6041591644E+002
   0.6000000000E+001   0.1400000000E+002   0.4926298141E+001   0.9819545746E+001   0.1997764397E+002   0.5053284836E+002   0.6048257446E+002
   0.6000000000E+001   0.1600000000E+002   0.5634901047E+001   0.1013332748E+002   0.1986886215E+002   0.5074764252E+002   0.6055668259E+002
   0.6000000000E+001   0.1800000000E+002   0.6338158607E+001   0.1047426987E+002   0.1974264145E+002   0.5099380875E+002   0.6063655472E+002
   0.6000000000E+001   0.2000000000E+002   0.7034873486E+001   0.1084562969E+002   0.1959807777E+002   0.5127212524E+002   0.6072062683E+002
   0.6000000000E+001   0.2200000000E+002   0.7723732948E+001   0.1124972916E+002   0.1943395424E+002   0.5158247757E+002   0.6080698395E+002
   0.6000000000E+001   0.2400000000E+002   0.8403329849E+001   0.1168754387E+002   0.1924918365E+002   0.5192464447E+002   0.6089378357E+002
   0.6000000000E+001   0.2600000000E+002   0.9072114944E+001   0.1215977573E+002   0.1904262161E+002   0.5229814148E+002   0.6097904968E+002
   0.6000000000E+001   0.2800000000E+002   0.9728599548E+001   0.1266620255E+002   0.1881305695E+002   0.5270233917E+002   0.6106079483E+002
   0.6000000000E+001   0.3000000000E+002   0.1037117004E+002   0.1320640945E+002   0.1855960846E+002   0.5313534546E+002   0.6113727188E+002
   0.6000000000E+001   0.3200000000E+002   0.1099828053E+002   0.1377936649E+002   0.1828113365E+002   0.5359597778E+002   0.6120653534E+002
   0.6000000000E+001   0.3400000000E+002   0.1160843563E+002   0.1438351631E+002   0.1797679520E+002   0.5408203125E+002   0.6126696777E+002
   0.6000000000E+001   0.3600000000E+002   0.1220004845E+002   0.1501689625E+002   0.1764572525E+002   0.5459093475E+002   0.6131689072E+002
   0.6000000000E+001   0.3800000000E+002   0.1277188301E+002   0.1567706299E+002   0.1728731918E+002   0.5512022018E+002   0.6135505295E+002
   0.6000000000E+001   0.4000000000E+002   0.1332264709E+002   0.1636125183E+002   0.1690113258E+002   0.5566676712E+002   0.6138031769E+002
   0.6000000000E+001   0.4200000000E+002   0.1385117149E+002   0.1706623077E+002   0.1648665047E+002   0.5622690201E+002   0.6139160919E+002
   0.6000000000E+001   0.4400000000E+002   0.1435654545E+002   0.1778864479E+002   0.1604383469E+002   0.5679732513E+002   0.6138838959E+002
   0.6000000000E+001   0.4600000000E+002   0.1483798027E+002   0.1852434158E+002   0.1557267857E+002   0.5737447357E+002   0.6137023163E+002
   0.6000000000E+001   0.4800000000E+002   0.1529474068E+002   0.1926938629E+002   0.1507334423E+002   0.5795422745E+002   0.6133690262E+002
   0.6000000000E+001   0.5000000000E+002   0.1572644615E+002   0.2001948547E+002   0.1454629421E+002   0.5853299713E+002   0.6128866577E+002
   0.6000000000E+001   0.5200000000E+002   0.1613275337E+002   0.2077001762E+002   0.1399201775E+002   0.5910666656E+002   0.6122585297E+002
   0.6000000000E+001   0.5400000000E+002   0.1651360893E+002   0.2151644897E+002   0.1341138935E+002   0.5967146683E+002   0.6114930725E+002
   0.6000000000E+001   0.5600000000E+002   0.1686889267E+002   0.2225407219E+002   0.1280533600E+002   0.6022340393E+002   0.6105989456E+002
   0.6000000000E+001   0.5800000000E+002   0.1719895172E+002   0.2297830963E+002   0.1217495441E+002   0.6075874329E+002   0.6095899963E+002
   0.6000000000E+001   0.6000000000E+002   0.1750398445E+002   0.2368451500E+002   0.1152147770E+002   0.6127362442E+002   0.6084804535E+002
   0.6000000000E+001   0.6200000000E+002   0.1778442574E+002   0.2436808205E+002   0.1084629726E+002   0.6176407242E+002   0.6072878265E+002
   0.6000000000E+001   0.6400000000E+002   0.1804084206E+002   0.2502483368E+002   0.1015093899E+002   0.6222670746E+002   0.6060322189E+002
   0.6000000000E+001   0.6600000000E+002   0.1827388000E+002   0.2565028572E+002   0.9436884880E+001   0.6265708542E+002   0.6047347260E+002
   0.6000000000E+001   0.6800000000E+002   0.1848428345E+002   0.2624073029E+002   0.8705739021E+001   0.6305144882E+002   0.6034185410E+002
   0.6000000000E+001   0.7000000000E+002   0.1867264557E+002   0.2679244995E+002   0.7959204674E+001   0.6340489197E+002   0.6021063995E+002
   0.6000000000E+001   0.7200000000E+002   0.1883991432E+002   0.2730189133E+002   0.7198831558E+001   0.6371195221E+002   0.6008236694E+002
   0.6000000000E+001   0.7400000000E+002   0.1898676682E+002   0.2776593590E+002   0.6426275730E+001   0.6396616745E+002   0.5995940399E+002
   0.6000000000E+001   0.7600000000E+002   0.1911401939E+002   0.2818168831E+002   0.5643078804E+001   0.6415733337E+002   0.5984415054E+002
   0.6000000000E+001   0.7800000000E+002   0.1922241402E+002   0.2854670334E+002   0.4850786686E+001   0.6427110291E+002   0.5973889160E+002
   0.6000000000E+001   0.8000000000E+002   0.1931271172E+002   0.2885864449E+002   0.4050894260E+001   0.6428215790E+002   0.5964582825E+002
   0.6000000000E+001   0.8200000000E+002   0.1938545227E+002   0.2911580658E+002   0.3244843245E+001   0.6414183807E+002   0.5956678391E+002
   0.6000000000E+001   0.8400000000E+002   0.1944121742E+002   0.2931629372E+002   0.2434048891E+001   0.6373669434E+002   0.5950344467E+002
   0.6000000000E+001   0.8600000000E+002   0.1948036766E+002   0.2945949936E+002   0.1620113373E+001   0.6272795486E+002   0.5945707321E+002
   0.6000000000E+001   0.8800000000E+002   0.1950332069E+002   0.2954397202E+002   0.8056885004E+000   0.5940816879E+002   0.5942874908E+002
   0.6000000000E+001   0.9000000000E+002   0.1951019478E+002   0.2956914711E+002   0.9608533233E-001   0.3476314926E+002   0.5941898346E+002
