 "Frequency in Hz"  1.1000001E+10
          Theta(deg)            Phi(deg)        Magn(Etheta)       Phase(Etheta)          Magn(Ephi)         Phase(Ephi)            Total_dB
   0.6000000000E+001   0.1320000000E+003   0.1530318451E+002   0.1891809273E+002   0.1502107525E+002   0.5867326736E+002   0.6130835724E+002
   0.6000000000E+001   0.1340000000E+003   0.1485352802E+002   0.1814985085E+002   0.1551037884E+002   0.5805958176E+002   0.6133829498E+002
   0.6000000000E+001   0.1360000000E+003   0.1438014507E+002   0.1739167023E+002   0.1597136879E+002   0.5745008087E+002   0.6135290146E+002
   0.6000000000E+001   0.1380000000E+003   0.1388360310E+002   0.1664789391E+002   0.1640395164E+002   0.5684822464E+002   0.6135227203E+002
   0.6000000000E+001   0.1400000000E+003   0.1336463070E+002   0.1592256927E+002   0.1680831337E+002   0.5625773239E+002   0.6133686066E+002
   0.6000000000E+001   0.1420000000E+003   0.1282416916E+002   0.1521929455E+002   0.1718478966E+002   0.5568170547E+002   0.6130740356E+002
   0.6000000000E+001   0.1440000000E+003   0.1226328945E+002   0.1454176617E+002   0.1753367996E+002   0.5512354660E+002   0.6126472473E+002
   0.6000000000E+001   0.1460000000E+003   0.1168309593E+002   0.1389286423E+002   0.1785584641E+002   0.5458591461E+002   0.6121013641E+002
   0.6000000000E+001   0.1480000000E+003   0.1108493328E+002   0.1327485943E+002   0.1815202332E+002   0.5407197571E+002   0.6114504242E+002
   0.6000000000E+001   0.1500000000E+003   0.1047013474E+002   0.1268998528E+002   0.1842308044E+002   0.5358398819E+002   0.6107097626E+002
   0.6000000000E+001   0.1520000000E+003   0.9840068817E+001   0.1213964367E+002   0.1867011833E+002   0.5312402725E+002   0.6098973083E+002
   0.6000000000E+001   0.1540000000E+003   0.9196234703E+001   0.1162501049E+002   0.1889417076E+002   0.5269361496E+002   0.6090314865E+002
   0.6000000000E+001   0.1560000000E+003   0.8540129662E+001   0.1114610767E+002   0.1909640121E+002   0.5229414749E+002   0.6081319809E+002
   0.6000000000E+001   0.1580000000E+003   0.7873048782E+001   0.1070290661E+002   0.1927804565E+002   0.5192668533E+002   0.6072187042E+002
   0.6000000000E+001   0.1600000000E+003   0.7196509838E+001   0.1029421902E+002   0.1944018936E+002   0.5159151840E+002   0.6063112259E+002
   0.6000000000E+001   0.1620000000E+003   0.6511713028E+001   0.9918428421E+001   0.1958406448E+002   0.5128897095E+002   0.6054293823E+002
   0.6000000000E+001   0.1640000000E+003   0.5819907665E+001   0.9572029114E+001   0.1971076202E+002   0.5101899338E+002   0.6045917892E+002
   0.6000000000E+001   0.1660000000E+003   0.5122177124E+001   0.9250405312E+001   0.1982136726E+002   0.5078078842E+002   0.6038165283E+002
   0.6000000000E+001   0.1680000000E+003   0.4419481277E+001   0.8945327759E+001   0.1991684532E+002   0.5057463837E+002   0.6031196213E+002
   0.6000000000E+001   0.1700000000E+003   0.3712681055E+001   0.8643408775E+001   0.1999807167E+002   0.5039914703E+002   0.6025157928E+002
   0.6000000000E+001   0.1720000000E+003   0.3002477646E+001   0.8318116188E+001   0.2006575584E+002   0.5025396729E+002   0.6020172119E+002
   0.6000000000E+001   0.1740000000E+003   0.2289536953E+001   0.7911858082E+001   0.2012050056E+002   0.5013830185E+002   0.6016343689E+002
   0.6000000000E+001   0.1760000000E+003   0.1574422956E+001   0.7261702538E+001   0.2016271019E+002   0.5005109024E+002   0.6013748550E+002
   0.6000000000E+001   0.1780000000E+003   0.8578845263E+000   0.5665340900E+001   0.2019281197E+002   0.4999276352E+002   0.6012456894E+002
   0.6000000000E+001   0.1800000000E+003   0.1469369233E+000   0.1140713787E+002   0.2021083260E+002   0.4996219254E+002   0.6012490082E+002
   0.8000000000E+001   0.0000000000E+000   0.1951936930E+000   0.3684428024E+002   0.1898917961E+002   0.5226133347E+002   0.5887844086E+002
   0.8000000000E+001   0.2000000000E+001   0.5342053771E+000   0.4839618206E+001   0.1898229408E+002   0.5224544525E+002   0.5887805176E+002
   0.8000000000E+001   0.4000000000E+001   0.1223423362E+001   0.1238949418E+001   0.1896712875E+002   0.5220444870E+002   0.5889566803E+002
   0.8000000000E+001   0.6000000000E+001   0.1920460820E+001   0.2885348797E+001   0.1894355774E+002   0.5214140320E+002   0.5893152618E+002
   0.8000000000E+001   0.8000000000E+001   0.2623591185E+001   0.3604256868E+001   0.1891107941E+002   0.5206125259E+002   0.5898559952E+002
   0.8000000000E+001   0.1000000000E+002   0.3333323240E+001   0.3972205162E+001   0.1886916161E+002   0.5196983719E+002   0.5905787659E+002
   0.8000000000E+001   0.1200000000E+002   0.4050026894E+001   0.4172410488E+001   0.1881709480E+002   0.5187546158E+002   0.5914814758E+002
   0.8000000000E+001   0.1400000000E+002   0.4773712635E+001   0.4285082340E+001   0.1875382805E+002   0.5178623581E+002   0.5925576782E+002
   0.8000000000E+001   0.1600000000E+002   0.5503741264E+001   0.4354993343E+001   0.1867815590E+002   0.5171115112E+002   0.5937970734E+002
   0.8000000000E+001   0.1800000000E+002   0.6238925934E+001   0.4410369396E+001   0.1858863258E+002   0.5165935898E+002   0.5951843643E+002
   0.8000000000E+001   0.2000000000E+002   0.6977450848E+001   0.4471520424E+001   0.1848357010E+002   0.5163884735E+002   0.5966985321E+002
   0.8000000000E+001   0.2200000000E+002   0.7716923237E+001   0.4553642273E+001   0.1836112976E+002   0.5165799332E+002   0.5983135223E+002
   0.8000000000E+001   0.2400000000E+002   0.8454437256E+001   0.4668635845E+001   0.1821931648E+002   0.5172299957E+002   0.5999980927E+002
   0.8000000000E+001   0.2600000000E+002   0.9186479568E+001   0.4825465202E+001   0.1805588722E+002   0.5183908463E+002   0.6017147827E+002
   0.8000000000E+001   0.2800000000E+002   0.9909307480E+001   0.5030861378E+001   0.1786878586E+002   0.5201022339E+002   0.6034255600E+002
   0.8000000000E+001   0.3000000000E+002   0.1061892891E+002   0.5289509773E+001   0.1765581894E+002   0.5223793030E+002   0.6050887299E+002
   0.8000000000E+001   0.3200000000E+002   0.1131118488E+002   0.5604129791E+001   0.1741492081E+002   0.5252281189E+002   0.6066623688E+002
   0.8000000000E+001   0.3400000000E+002   0.1198199749E+002   0.5975776196E+001   0.1714429092E+002   0.5286335754E+002   0.6081065369E+002
   0.8000000000E+001   0.3600000000E+002   0.1262745190E+002   0.6403876781E+001   0.1684228134E+002   0.5325667953E+002   0.6093829346E+002
   0.8000000000E+001   0.3800000000E+002   0.1324378586E+002   0.6886612892E+001   0.1650745392E+002   0.5369852829E+002   0.6104556656E+002
   0.8000000000E+001   0.4000000000E+002   0.1382777882E+002   0.7420671463E+001   0.1613892555E+002   0.5418375015E+002   0.6112957001E+002
   0.8000000000E+001   0.4200000000E+002   0.1437668037E+002   0.8001697540E+001   0.1573596954E+002   0.5470582581E+002   0.6118778992E+002
   0.8000000000E+001   0.4400000000E+002   0.1488809013E+002   0.8624498367E+001   0.1529841328E+002   0.5525813293E+002   0.6121827698E+002
   0.8000000000E+001   0.4600000000E+002   0.1536040688E+002   0.9282825470E+001   0.1482660770E+002   0.5583322906E+002   0.6121989441E+002
   0.8000000000E+001   0.4800000000E+002   0.1579228878E+002   0.9970083237E+001   0.1432123661E+002   0.5642383957E+002   0.6119185638E+002
   0.8000000000E+001   0.5000000000E+002   0.1618350029E+002   0.1067885685E+002   0.1378340244E+002   0.5702210999E+002   0.6113433838E+002
   0.8000000000E+001   0.5200000000E+002   0.1653396034E+002   0.1140164661E+002   0.1321484566E+002   0.5762086487E+002   0.6104801941E+002
   0.8000000000E+001   0.5400000000E+002   0.1684429550E+002   0.1213085461E+002   0.1261763763E+002   0.5821301651E+002   0.6093423462E+002
   0.8000000000E+001   0.5600000000E+002   0.1711561394E+002   0.1285857964E+002   0.1199421120E+002   0.5879208755E+002   0.6079487228E+002
   0.8000000000E+001   0.5800000000E+002   0.1734952927E+002   0.1357752419E+002   0.1134742451E+002   0.5935182571E+002   0.6063250732E+002
   0.8000000000E+001   0.6000000000E+002   0.1754800606E+002   0.1428047657E+002   0.1068029213E+002   0.5988696671E+002   0.6045008087E+002
   0.8000000000E+001   0.6200000000E+002   0.1771337318E+002   0.1496049786E+002   0.9996043205E+001   0.6039255905E+002   0.6025103760E+002
   0.8000000000E+001   0.6400000000E+002   0.1784831810E+002   0.1561182499E+002   0.9297924995E+001   0.6086392975E+002   0.6003921509E+002
   0.8000000000E+001   0.6600000000E+002   0.1795566177E+002   0.1622897339E+002   0.8589252472E+001   0.6129742813E+002   0.5981871033E+002
   0.8000000000E+001   0.6800000000E+002   0.1803851509E+002   0.1680709076E+002   0.7873080254E+001   0.6168954849E+002   0.5959389114E+002
   0.8000000000E+001   0.7000000000E+002   0.1809999275E+002   0.1734278297E+002   0.7152319431E+001   0.6203664017E+002   0.5936916733E+002
   0.8000000000E+001   0.7200000000E+002   0.1814328384E+002   0.1783258057E+002   0.6429466724E+001   0.6233508682E+002   0.5914898682E+002
   0.8000000000E+001   0.7400000000E+002   0.1817157173E+002   0.1827435684E+002   0.5706665516E+001   0.6258039093E+002   0.5893774414E+002
   0.8000000000E+001   0.7600000000E+002   0.1818801117E+002   0.1866639519E+002   0.4985650063E+001   0.6276613617E+002   0.5873976898E+002
   0.8000000000E+001   0.7800000000E+002   0.1819534302E+002   0.1900789261E+002   0.4267573357E+001   0.6288257599E+002   0.5855881500E+002
   0.8000000000E+001   0.8000000000E+002   0.1819634628E+002   0.1929818726E+002   0.3553133249E+001   0.6291114426E+002   0.5839861298E+002
   0.8000000000E+001   0.8200000000E+002   0.1819337273E+002   0.1953724480E+002   0.2842549324E+001   0.6281535721E+002   0.5826232910E+002
   0.8000000000E+001   0.8400000000E+002   0.1818846893E+002   0.1972487068E+002   0.2135620832E+001   0.6250964737E+002   0.5815267944E+002
   0.8000000000E+001   0.8600000000E+002   0.1818325424E+002   0.1986127090E+002   0.1431855917E+001   0.6173926544E+002   0.5807183838E+002
   0.8000000000E+001   0.8800000000E+002   0.1817892456E+002   0.1994663239E+002   0.7310387492E+000   0.5927051926E+002   0.5802141190E+002
   0.8000000000E+001   0.9000000000E+002   0.1817620850E+002   0.1998084259E+002   0.7104875147E-001   0.3512948513E+001   0.5800242615E+002
   0.8000000000E+001   0.9200000000E+002   0.1817534447E+002   0.1996372414E+002   0.6783835888E+000   0.7003573608E+002   0.5801524353E+002
   0.8000000000E+001   0.9400000000E+002   0.1817606163E+002   0.1989480972E+002   0.1380175114E+001   0.6715946960E+002   0.5805960083E+002
   0.8000000000E+001   0.9600000000E+002   0.1817758369E+002   0.1977367020E+002   0.2085745811E+001   0.6615862274E+002   0.5813458252E+002
   0.8000000000E+001   0.9800000000E+002   0.1817877960E+002   0.1959964561E+002   0.2795108318E+001   0.6558814240E+002   0.5823875809E+002
   0.8000000000E+001   0.1000000000E+003   0.1817799377E+002   0.1937225151E+002   0.3508607864E+001   0.6516557312E+002   0.5837001038E+002
   0.8000000000E+001   0.1020000000E+003   0.1817321396E+002   0.1909079552E+002   0.4226309776E+001   0.6479736328E+002   0.5852568817E+002
   0.8000000000E+001   0.1040000000E+003   0.1816202354E+002   0.1875563622E+002   0.4947777748E+001   0.6444303894E+002   0.5870256042E+002
   0.8000000000E+001   0.1060000000E+003   0.1814183807E+002   0.1836666298E+002   0.5672137737E+001   0.6408224487E+002   0.5889707184E+002
   0.8000000000E+001   0.1080000000E+003   0.1811000252E+002   0.1792474174E+002   0.6398011208E+001   0.6370392990E+002   0.5910543823E+002
   0.8000000000E+001   0.1100000000E+003   0.1806322289E+002   0.1743162727E+002   0.7123488903E+001   0.6330133820E+002   0.5932308960E+002
   0.8000000000E+001   0.1120000000E+003   0.1799867630E+002   0.1688973808E+002   0.7846196651E+001   0.6287059021E+002   0.5954580307E+002
   0.8000000000E+001   0.1140000000E+003   0.1791311646E+002   0.1630206299E+002   0.8563437462E+001   0.6240999603E+002   0.5976889038E+002
   0.8000000000E+001   0.1160000000E+003   0.1780369568E+002   0.1567281914E+002   0.9272147179E+001   0.6191930389E+002   0.5998798370E+002
   0.8000000000E+001   0.1180000000E+003   0.1766738319E+002   0.1500707150E+002   0.9969053268E+001   0.6139891815E+002   0.6019853973E+002
   0.8000000000E+001   0.1200000000E+003   0.1750155258E+002   0.1431052780E+002   0.1065079403E+002   0.6085099030E+002   0.6039644241E+002
   0.8000000000E+001   0.1220000000E+003   0.1730356979E+002   0.1359003353E+002   0.1131399250E+002   0.6027826691E+002   0.6057766724E+002
   0.8000000000E+001   0.1240000000E+003   0.1707137108E+002   0.1285248947E+002   0.1195542240E+002   0.5968448639E+002   0.6073882675E+002
   0.8000000000E+001   0.1260000000E+003   0.1680300140E+002   0.1210605431E+002   0.1257200527E+002   0.5907404709E+002   0.6087674713E+002
   0.8000000000E+001   0.1280000000E+003   0.1649696541E+002   0.1135891914E+002   0.1316101170E+002   0.5845249939E+002   0.6098888016E+002
   0.8000000000E+001   0.1300000000E+003   0.1615219307E+002   0.1061948586E+002   0.1372011375E+002   0.5782577896E+002   0.6107323074E+002
   0.8000000000E+001   0.1320000000E+003   0.1576825428E+002   0.9896212578E+001   0.1424729919E+002   0.5720039368E+002   0.6112848663E+002
   0.8000000000E+001   0.1340000000E+003   0.1534498596E+002   0.9197560310E+001   0.1474117947E+002   0.5658339310E+002   0.6115386581E+002
   0.8000000000E+001   0.1360000000E+003   0.1488290119E+002   0.8531731606E+001   0.1520071507E+002   0.5598212051E+002   0.6114925766E+002
   0.8000000000E+001   0.1380000000E+003   0.1438314438E+002   0.7906286240E+001   0.1562547588E+002   0.5540386963E+002   0.6111534500E+002
   0.8000000000E+001   0.1400000000E+003   0.1384729290E+002   0.7328304291E+001   0.1601554489E+002   0.5485583496E+002   0.6105340576E+002
   0.8000000000E+001   0.1420000000E+003   0.1327756310E+002   0.6804061890E+001   0.1637130737E+002   0.5434522247E+002   0.6096530151E+002
   0.8000000000E+001   0.1440000000E+003   0.1267670059E+002   0.6338799000E+001   0.1669365501E+002   0.5387789154E+002   0.6085357285E+002
   0.8000000000E+001   0.1460000000E+003   0.1204784584E+002   0.5936896324E+001   0.1698397636E+002   0.5345972061E+002   0.6072136307E+002
   0.8000000000E+001   0.1480000000E+003   0.1139456749E+002   0.5601410389E+001   0.1724389458E+002   0.5309440994E+002   0.6057224274E+002
   0.8000000000E+001   0.1500000000E+003   0.1072057724E+002   0.5334022045E+001   0.1747522545E+002   0.5278545380E+002   0.6041002655E+002
   0.8000000000E+001   0.1520000000E+003   0.1002993298E+002   0.5135142803E+001   0.1768020058E+002   0.5253422928E+002   0.6023905182E+002
   0.8000000000E+001   0.1540000000E+003   0.9326466560E+001   0.5003752232E+001   0.1786093712E+002   0.5234022141E+002   0.6006343460E+002
   0.8000000000E+001   0.1560000000E+003   0.8614068985E+001   0.4937169075E+001   0.1801984978E+002   0.5220153809E+002   0.5988753891E+002
   0.8000000000E+001   0.1580000000E+003   0.7896400452E+001   0.4931318283E+001   0.1815910149E+002   0.5211465836E+002   0.5971532440E+002
   0.8000000000E+001   0.1600000000E+003   0.7176516056E+001   0.4980913639E+001   0.1828101349E+002   0.5207426071E+002   0.5955054474E+002
   0.8000000000E+001   0.1620000000E+003   0.6457267761E+001   0.5079509735E+001   0.1838757324E+002   0.5207365799E+002   0.5939643097E+002
   0.8000000000E+001   0.1640000000E+003   0.5740737438E+001   0.5219507694E+001   0.1848063850E+002   0.5210470581E+002   0.5925565338E+002
   0.8000000000E+001   0.1660000000E+003   0.5028550148E+001   0.5393737793E+001   0.1856194115E+002   0.5215888214E+002   0.5913048553E+002
   0.8000000000E+001   0.1680000000E+003   0.4321627617E+001   0.5595693111E+001   0.1863280678E+002   0.5222686768E+002   0.5902244949E+002
   0.8000000000E+001   0.1700000000E+003   0.3620286942E+001   0.5821077347E+001   0.1869422150E+002   0.5229950714E+002   0.5893246078E+002
   0.8000000000E+001   0.1720000000E+003   0.2924261808E+001   0.6072590351E+001   0.1874716187E+002   0.5236847687E+002   0.5886124420E+002
   0.8000000000E+001   0.1740000000E+003   0.2232791662E+001   0.6368855000E+001   0.1879224014E+002   0.5242581558E+002   0.5880905914E+002
   0.8000000000E+001   0.1760000000E+003   0.1544709086E+001   0.6779004574E+001   0.1882957840E+002   0.5246504211E+002   0.5877565384E+002
   0.8000000000E+001   0.1780000000E+003   0.8585511446E+000   0.7621969700E+001   0.1885960960E+002   0.5248157120E+002   0.5876115417E+002
   0.8000000000E+001   0.1800000000E+003   0.1738066822E+000   0.1434899521E+002   0.1888219070E+002   0.5247211075E+002   0.5876522827E+002
   0.1000000000E+002   0.0000000000E+000   0.2689529061E+000   0.3950577545E+002   0.1850860977E+002   0.5477685547E+002   0.5836683273E+002
   0.1000000000E+002   0.2000000000E+001   0.3627063930E+000   0.1654124260E+002   0.1849590874E+002   0.5469186020E+002   0.5835483551E+002
   0.1000000000E+002   0.4000000000E+001   0.9833119512E+000   0.2212957382E+002   0.1846415901E+002   0.5445151901E+002   0.5834495163E+002
   0.1000000000E+002   0.6000000000E+001   0.1613501191E+001   0.2269502640E+002   0.1841470146E+002   0.5406452179E+002   0.5833946609E+002
   0.1000000000E+002   0.8000000000E+001   0.2254137754E+001   0.2222622681E+002   0.1834946251E+002   0.5354471207E+002   0.5834178543E+002
   0.1000000000E+002   0.1000000000E+002   0.2908231258E+001   0.2127207756E+002   0.1827087402E+002   0.5291117477E+002   0.5835636902E+002
   0.1000000000E+002   0.1200000000E+002   0.3579045773E+001   0.2002737236E+002   0.1818123245E+002   0.5218739319E+002   0.5838799286E+002
   0.1000000000E+002   0.1400000000E+002   0.4269744396E+001   0.1860384750E+002   0.1808265305E+002   0.5140023041E+002   0.5844161987E+002
   0.1000000000E+002   0.1600000000E+002   0.4982866764E+001   0.1708516121E+002   0.1797639275E+002   0.5057856750E+002   0.5852144241E+002
   0.1000000000E+002   0.1800000000E+002   0.5719941616E+001   0.1554057503E+002   0.1786295891E+002   0.4975264740E+002   0.5863071442E+002
   0.1000000000E+002   0.2000000000E+002   0.6481055737E+001   0.1402856541E+002   0.1774168587E+002   0.4895165253E+002   0.5877095032E+002
   0.1000000000E+002   0.2200000000E+002   0.7264624596E+001   0.1259692574E+002   0.1761073112E+002   0.4820283508E+002   0.5894161987E+002
   0.1000000000E+002   0.2400000000E+002   0.8067222595E+001   0.1128350639E+002   0.1746732521E+002   0.4752919388E+002   0.5914009857E+002
   0.1000000000E+002   0.2600000000E+002   0.8883647919E+001   0.1011588383E+002   0.1730782127E+002   0.4695033264E+002   0.5936162949E+002
   0.1000000000E+002   0.2800000000E+002   0.9707185745E+001   0.9112561226E+001   0.1712812614E+002   0.4647926331E+002   0.5959979248E+002
   0.1000000000E+002   0.3000000000E+002   0.1052977276E+002   0.8283925056E+001   0.1692363358E+002   0.4612369156E+002   0.5984654999E+002
   0.1000000000E+002   0.3200000000E+002   0.1134269810E+002   0.7633018970E+001   0.1669000244E+002   0.4588597488E+002   0.6009336472E+002
   0.1000000000E+002   0.3400000000E+002   0.1213678741E+002   0.7157778740E+001   0.1642289352E+002   0.4576281738E+002   0.6033117294E+002
   0.1000000000E+002   0.3600000000E+002   0.1290293121E+002   0.6851300716E+001   0.1611872101E+002   0.4574572372E+002   0.6055140686E+002
   0.1000000000E+002   0.3800000000E+002   0.1363262272E+002   0.6703347683E+001   0.1577430058E+002   0.4582300568E+002   0.6074603271E+002
   0.1000000000E+002   0.4000000000E+002   0.1431818581E+002   0.6701135159E+001   0.1538736820E+002   0.4597880173E+002   0.6090815735E+002
   0.1000000000E+002   0.4200000000E+002   0.1495308971E+002   0.6829827309E+001   0.1495660973E+002   0.4619585419E+002   0.6103218460E+002
   0.1000000000E+002   0.4400000000E+002   0.1553202438E+002   0.7073234081E+001   0.1448153973E+002   0.4645425797E+002   0.6111375809E+002
   0.1000000000E+002   0.4600000000E+002   0.1605136490E+002   0.7414193630E+001   0.1396280193E+002   0.4673439407E+002   0.6115022278E+002
   0.1000000000E+002   0.4800000000E+002   0.1650856972E+002   0.7834950447E+001   0.1340202713E+002   0.4701561356E+002   0.6114007950E+002
   0.1000000000E+002   0.5000000000E+002   0.1690298080E+002   0.8317303658E+001   0.1280196095E+002   0.4727828979E+002   0.6108360291E+002
   0.1000000000E+002   0.5200000000E+002   0.1723484039E+002   0.8843458176E+001   0.1216638374E+002   0.4750357437E+002   0.6098210144E+002
   0.1000000000E+002   0.5400000000E+002   0.1750594902E+002   0.9395669937E+001   0.1149992943E+002   0.4767435837E+002   0.6083831024E+002
   0.1000000000E+002   0.5600000000E+002   0.1771881676E+002   0.9957276344E+001   0.1080816078E+002   0.4777541351E+002   0.6065580750E+002
   0.1000000000E+002   0.5800000000E+002   0.1787724686E+002   0.1051249409E+002   0.1009720325E+002   0.4779354858E+002   0.6043937302E+002
   0.1000000000E+002   0.6000000000E+002   0.1798552322E+002   0.1104722977E+002   0.9373747826E+001   0.4771874619E+002   0.6019435501E+002
   0.1000000000E+002   0.6200000000E+002   0.1804859161E+002   0.1154927444E+002   0.8644580841E+001   0.4754387665E+002   0.5992664719E+002
   0.1000000000E+002   0.6400000000E+002   0.1807203484E+002   0.1200845528E+002   0.7916380882E+001   0.4726593781E+002   0.5964266968E+002
   0.1000000000E+002   0.6600000000E+002   0.1806162453E+002   0.1241726303E+002   0.7195465565E+001   0.4688598633E+002   0.5934886169E+002
   0.1000000000E+002   0.6800000000E+002   0.1802330208E+002   0.1277091694E+002   0.6487497330E+001   0.4640939331E+002   0.5905162811E+002
   0.1000000000E+002   0.7000000000E+002   0.1796319389E+002   0.1306728935E+002   0.5797199249E+001   0.4584719849E+002   0.5875727844E+002
   0.1000000000E+002   0.7200000000E+002   0.1788730431E+002   0.1330697060E+002   0.5128168583E+001   0.4521596146E+002   0.5847171783E+002
   0.1000000000E+002   0.7400000000E+002   0.1780134392E+002   0.1349346828E+002   0.4482777119E+001   0.4453691864E+002   0.5820032501E+002
   0.1000000000E+002   0.7600000000E+002   0.1771079445E+002   0.1363229179E+002   0.3862074137E+001   0.4383688354E+002   0.5794804001E+002
   0.1000000000E+002   0.7800000000E+002   0.1762079430E+002   0.1373066235E+002   0.3265770674E+001   0.4314688873E+002   0.5771932220E+002
   0.1000000000E+002   0.8000000000E+002   0.1753594398E+002   0.1379716778E+002   0.2692477465E+001   0.4249985886E+002   0.5751806259E+002
   0.1000000000E+002   0.8200000000E+002   0.1746004868E+002   0.1384064388E+002   0.2139715433E+001   0.4193087769E+002   0.5734737396E+002
   0.1000000000E+002   0.8400000000E+002   0.1739652443E+002   0.1386965752E+002   0.1604173660E+001   0.4147338486E+002   0.5721007919E+002
   0.1000000000E+002   0.8600000000E+002   0.1734780884E+002   0.1389182854E+002   0.1081903577E+001   0.4116213226E+002   0.5710814667E+002
   0.1000000000E+002   0.8800000000E+002   0.1731595421E+002   0.1391260338E+002   0.5684859157E+000   0.4105089188E+002   0.5704333878E+002
   0.1000000000E+002   0.9000000000E+002   0.1730188751E+002   0.1393550491E+002   0.5924310908E-001   0.4231132889E+002   0.5701642990E+002
   0.1000000000E+002   0.9200000000E+002   0.1730619431E+002   0.1396115398E+002   0.4507072866E+000   0.4085649109E+002   0.5702806854E+002
   0.1000000000E+002   0.9400000000E+002   0.1732833099E+002   0.1398762989E+002   0.9661481380E+000   0.4127455902E+002   0.5707789612E+002
   0.1000000000E+002   0.9600000000E+002   0.1736733437E+002   0.1401011753E+002   0.1491769433E+001   0.4177075958E+002   0.5716533279E+002
   0.1000000000E+002   0.9800000000E+002   0.1742119598E+002   0.1402195740E+002   0.2031956673E+001   0.4237453461E+002   0.5728887939E+002
   0.1000000000E+002   0.1000000000E+003   0.1748741531E+002   0.1401450729E+002   0.2590582848E+001   0.4306553650E+002   0.5744670868E+002
   0.1000000000E+002   0.1020000000E+003   0.1756276703E+002   0.1397840977E+002   0.3170830965E+001   0.4381406021E+002   0.5763637924E+002
   0.1000000000E+002   0.1040000000E+003   0.1764333534E+002   0.1390399265E+002   0.3774978876E+001   0.4458750153E+002   0.5785478592E+002
   0.1000000000E+002   0.1060000000E+003   0.1772451973E+002   0.1378256798E+002   0.4404214382E+001   0.4535362625E+002   0.5809810257E+002
   0.1000000000E+002   0.1080000000E+003   0.1780135918E+002   0.1360639763E+002   0.5058425903E+001   0.4608335114E+002   0.5836201477E+002
   0.1000000000E+002   0.1100000000E+003   0.1786845589E+002   0.1337005806E+002   0.5736260414E+001   0.4675207901E+002   0.5864160538E+002
   0.1000000000E+002   0.1120000000E+003   0.1792021370E+002   0.1307044411E+002   0.6434907436E+001   0.4733948517E+002   0.5893140793E+002
   0.1000000000E+002   0.1140000000E+003   0.1795077896E+002   0.1270734882E+002   0.7150370598E+001   0.4783150482E+002   0.5922538376E+002
   0.1000000000E+002   0.1160000000E+003   0.1795428276E+002   0.1228337479E+002   0.7877477646E+001   0.4821870041E+002   0.5951712036E+002
   0.1000000000E+002   0.1180000000E+003   0.1792491341E+002   0.1180432034E+002   0.8610258102E+001   0.4849726486E+002   0.5979996490E+002
   0.1000000000E+002   0.1200000000E+003   0.1785715866E+002   0.1127855587E+002   0.9342038155E+001   0.4866717529E+002   0.6006727219E+002
   0.1000000000E+002   0.1220000000E+003   0.1774568939E+002   0.1071731663E+002   0.1006581020E+002   0.4873257065E+002   0.6031238174E+002
   0.1000000000E+002   0.1240000000E+003   0.1758594131E+002   0.1013400650E+002   0.1077465153E+002   0.4870140457E+002   0.6052932358E+002
   0.1000000000E+002   0.1260000000E+003   0.1737364769E+002   0.9544057846E+001   0.1146183777E+002   0.4858437729E+002   0.6071239471E+002
   0.1000000000E+002   0.1280000000E+003   0.1710537720E+002   0.8964604378E+001   0.1212118340E+002   0.4839493942E+002   0.6085676193E+002
   0.1000000000E+002   0.1300000000E+003   0.1677858162E+002   0.8413844109E+001   0.1274729824E+002   0.4814860916E+002   0.6095857239E+002
   0.1000000000E+002   0.1320000000E+003   0.1639167786E+002   0.7910832405E+001   0.1333569241E+002   0.4786301041E+002   0.6101501465E+002
   0.1000000000E+002   0.1340000000E+003   0.1594434261E+002   0.7475133419E+001   0.1388293362E+002   0.4755715179E+002   0.6102464294E+002
   0.1000000000E+002   0.1360000000E+003   0.1543740559E+002   0.7126429558E+001   0.1438667393E+002   0.4725123978E+002   0.6098725128E+002
   0.1000000000E+002   0.1380000000E+003   0.1487337399E+002   0.6883904457E+001   0.1484565639E+002   0.4696593094E+002   0.6090428925E+002
   0.1000000000E+002   0.1400000000E+003   0.1425579929E+002   0.6766488075E+001   0.1525979328E+002   0.4672185898E+002   0.6077846527E+002
   0.1000000000E+002   0.1420000000E+003   0.1358993912E+002   0.6791856289E+001   0.1562998390E+002   0.4653873444E+002   0.6061417007E+002
   0.1000000000E+002   0.1440000000E+003   0.1288218498E+002   0.6976434231E+001   0.1595813942E+002   0.4643528748E+002   0.6041713333E+002
   0.1000000000E+002   0.1460000000E+003   0.1214023399E+002   0.7334444046E+001   0.1624702835E+002   0.4642683792E+002   0.6019447327E+002
   0.1000000000E+002   0.1480000000E+003   0.1137250614E+002   0.7877279758E+001   0.1650019646E+002   0.4652664185E+002   0.5995432281E+002
   0.1000000000E+002   0.1500000000E+003   0.1058797169E+002   0.8612847328E+001   0.1672185135E+002   0.4674283218E+002   0.5970561218E+002
   0.1000000000E+002   0.1520000000E+003   0.9795592308E+001   0.9544153214E+001   0.1691656113E+002   0.4707909393E+002   0.5945743942E+002
   0.1000000000E+002   0.1540000000E+003   0.9004044533E+001   0.1066818428E+002   0.1708912849E+002   0.4753340149E+002   0.5921876526E+002
   0.1000000000E+002   0.1560000000E+003   0.8221001625E+001   0.1197446823E+002   0.1724419403E+002   0.4809790802E+002   0.5899752045E+002
   0.1000000000E+002   0.1580000000E+003   0.7452898979E+001   0.1344367790E+002   0.1738620949E+002   0.4875848770E+002   0.5880046844E+002
