x	y	z	val
-10.53430047	70.69999725	0.0	2.989874601
-13.54612038	70.69999725	0.0	0.4267110229
-16.55794121	70.69999725	0.0	2.563449383
-19.55562085	70.69999725	0.0	4.284061432
-22.56744169	70.69999725	0.0	4.24930048
-25.57926066	70.69999725	0.0	2.974347591
-28.5910815	70.69999725	0.0	2.388747215
-31.602900480000002	70.69999725	0.0	3.164437532
-34.60057825	70.69999725	0.0	2.960015297
-37.61240095	70.69999725	0.0	1.375913501
-40.62422365	70.69999725	0.0	2.822171211
-43.636042620000005	70.69999725	0.0	5.707535744
-46.63372412	70.69999725	0.0	7.142565727
-49.64553937	70.69999725	0.0	6.060157299
-52.65736207	70.69999725	0.0	2.5139575
-55.66918477	70.69999725	0.0	3.310580492
-58.66686255	70.69999725	0.0	8.420128822
-61.67868152	70.69999725	0.0	11.56212234
-64.6905005	70.69999725	0.0	12.81097698
-67.7023232	70.69999725	0.0	13.70610142
-68.67489219000001	68.48709285	0.0	17.11367989
-66.65625423	66.28125161	0.0	18.6496048
-64.63114171999999	64.06833977	0.0	14.6046133
-62.61250377	61.86250225	0.0	8.951601982
-60.58739498	59.64959413	0.0	9.63024807
-58.56874958	57.44375288	0.0	14.54180336
-56.54364452	55.23084104	0.0	15.67671585
-54.525002840000006	53.025003520000006	0.0	12.62769508
-52.49989033	50.8120954	0.0	10.58320141
-50.48125237	48.60625416	0.0	13.77905464
-48.45613986	46.39334232	0.0	16.62434578
-46.437501909999995	44.18750107	0.0	15.5812149
-44.41239312	41.97459295	0.0	12.49452114
-42.39375144	39.768751710000004	0.0	13.11856365
-40.36864266	37.55583987	0.0	16.66503525
-38.35000098	35.34999862	0.0	17.93911552
-36.32489219	33.1370905	0.0	15.93772221
-34.30625424	30.93125112	0.0	14.2872076
-32.281141729999995	28.71834114	0.0	16.41352654
-30.26250191	26.512501760000003	0.0	19.38262939
-28.237391260000003	24.29958992	0.0	19.6254158
-26.218751450000003	22.09375054	0.0	18.35386086
-24.1936408	19.880840550000002	0.0	19.05784798
-22.17500098	17.67499931	0.0	22.31254768
-20.1498922	15.46209026	0.0	24.39309883
-18.13125052	13.256250880000001	0.0	24.07706642
-16.106141729999997	11.04333997	0.0	23.84702873
-14.08750005	8.837499656	0.0	26.91658783
-12.06239127	6.62459014	0.0	31.39882278
-10.04375052	4.418749828	0.0	34.91140747
-8.01863987	2.2058403120000003	0.0	42.68239975
4.891386256	-2.538371133	0.0	34.32347107
6.923963316	-4.913451616000001	0.0	25.26047134
9.00059659	-7.206503302	0.0	22.40844154
11.07532345	-9.450421669	0.0	19.40605164
13.13284133	-11.672911229999999	0.0	16.57796669
15.17467014	-13.88883218	0.0	15.4759388
17.20900089	-16.10258594	0.0	16.0724926
19.23870109	-18.31556857	0.0	15.54082298
21.26478776	-20.527090880000003	0.0	13.58226109
23.28933962	-22.737961260000002	0.0	12.04158878
25.3119655	-24.94805306	0.0	12.56015968
27.33221091	-27.15694346	0.0	13.22067547
29.35170755	-29.36657146	0.0	12.09425354
31.37007356	-31.57661483	0.0	9.988689423
33.38667378	-33.78694132	0.0	9.767947197
35.40406004	-35.9990038	0.0	11.34160233
37.41984069	-38.21208701	0.0	11.64317894
39.43557665	-40.42733088	0.0	9.733743668
41.45349935	-42.64504462	0.0	7.946024895
43.473310770000005	-44.864214960000005	0.0	9.19664669
45.49728334	-47.08132893	0.0	10.97682381
47.52267525	-49.29343238	0.0	10.24543953
49.54301566	-51.50574446	0.0	7.569972515
51.55964941	-53.72827873	0.0	7.070930958
53.5874702	-55.95805123	0.0	9.559322357
55.63714728	-58.15158039	0.0	10.54903793
57.65481293	-60.30442938	0.0	8.339793205
59.57823992	-62.50777096	0.0	5.232646465
61.42739579	-64.84327465	0.0	7.241217136
63.20376694	-67.4168393	0.0	11.51898384
-4.755879287	-2.5945189409999996	0.0	33.61511612
-1.5071820230000001	-2.738622017	0.0	19.19376564
1.724721049	-2.704453189	0.0	19.40602684
-63.208423550000006	-67.41186231	0.0	11.55130386
-61.427969489999995	-64.83833492000001	0.0	7.268574238
-59.57680568	-62.503598630000006	0.0	5.339387417
-57.65222013	-60.300916429999994	0.0	8.372789383
-55.63383922	-58.148622509999996	0.0	10.64545822
-53.5839051	-55.9553951	0.0	9.579982758
-51.55612156	-53.72542515	0.0	7.05522871
-49.539320169999996	-51.502950489999996	0.0	7.6241436
-47.51897603	-49.290336669999995	0.0	10.31428242
-45.49419880000001	-47.07736522	0.0	11.05949783
-43.47009584	-44.85976323	0.0	9.275771141
-41.4506942	-42.64013842	0.0	7.954147339
-39.434380829999995	-40.422305460000004	0.0	9.711985588
-37.41862252	-38.2075496	0.0	11.65452766
-35.40354967	-35.99540517	0.0	11.40273952
-33.387921750000004	-33.78541768	0.0	9.807703018
-31.371340159999995	-31.57721087	0.0	9.863099098
-29.3535497	-29.370343310000003	0.0	11.99238873
-27.33457275	-27.16499381	0.0	13.21846581
-25.31382255	-24.960244069999998	0.0	12.5626545
-23.291694000000003	-22.75674418	0.0	11.9969368
-21.268201989999998	-20.55633813	0.0	13.51876926
-19.24149692	-18.358273429999997	0.0	15.61867714
-17.209349200000002	-16.16881229	0.0	16.15895081
-15.16427752	-13.983373530000001	0.0	15.40341473
-13.09659518	-11.8004391	0.0	16.10130501
-10.99585276	-9.608853608	0.0	18.69785309
-8.862787857999999	-7.370329462	0.0	21.76820755
-6.747827399999999	-5.042379256	0.0	24.48779678
57.099781930000006	-68.04347783	0.0	4.196117401
54.16399613	-68.1072697	0.0	2.86649251
51.19848624	-68.06951016	0.0	4.344470024
48.18040878	-68.03955883	0.0	5.364229679
45.15329748	-68.05046648	0.0	4.79256773
42.13999584	-68.06460023	0.0	3.182334423
39.1292274	-68.06968898	0.0	2.101112604
36.11569479	-68.07213277	0.0	2.64933753
33.103000370000004	-68.07842851	0.0	3.143287659
30.092448	-68.08701903000001	0.0	2.809990883
27.08220854	-68.09386611	0.0	2.430890322
24.07233603	-68.09727848	0.0	2.946179152
21.062526849999998	-68.09800118000001	0.0	3.401860476
18.05384085	-68.09797137999999	0.0	3.031957865
15.045483599999999	-68.09768081	0.0	2.305290699
12.03435939	-68.09740513999999	0.0	2.567430735
9.023332037000001	-68.09680909000001	0.0	3.300823212
6.015948951	-68.09529662	0.0	3.393293619
3.007626161	-68.0937469	0.0	2.563503981
-0.0025400001960000002	-68.0912286	0.0	1.814335108
-3.014545189	-68.09010357000001	0.0	2.487689257
-6.024143659	-68.08868051	0.0	3.371447563
-9.034522809	-68.08800995	0.0	3.168426991
-12.0478319	-68.089284	0.0	2.382793188
-15.061120500000001	-68.09023023	0.0	2.272561312
-18.071280790000003	-68.09224188	0.0	2.978750706
-21.08052559	-68.09348613	0.0	3.264464855
-24.09035712	-68.09445471000001	0.0	2.788156271
-27.0995833	-68.09218228	0.0	2.384065151
-30.108960349999997	-68.08661669	0.0	2.848178864
-33.118516209999996	-68.07895005	0.0	3.195358515
-36.13024577	-68.07367504	0.0	2.669694185
-39.142817259999994	-68.0719465	0.0	1.979519963
-42.152754959999996	-68.06727499	0.0	3.227584839
-45.16533017	-68.0533126	0.0	4.836307049
-48.19173366	-68.04189086	0.0	5.328398705
-51.20919272	-68.07137281	0.0	4.297773838
-54.17403579	-68.10802966	0.0	2.872648954
-57.10908026	-68.04296374	0.0	4.253256798
-60.09251997	-67.83419102	0.0	6.911221981
60.084663330000005	-67.83656776	0.0	6.872770309
5.853252951	-7.7536222519999995	0.0	12.22021675
8.017228915999999	-10.05437225	0.0	10.65392876
10.12945455	-12.2936694	0.0	8.94760704
12.20248919	-14.51293658	0.0	7.79220438
14.2526282	-16.73068292	0.0	7.777518272
16.29089192	-18.947677690000003	0.0	8.133675575
18.324887380000003	-21.16290294	0.0	7.554055691
20.35409585	-23.37606624	0.0	6.484420776
22.37789147	-25.585955010000003	0.0	6.053343296
24.39928986	-27.795735750000002	0.0	6.559288979
26.41752362	-30.00510484	0.0	6.535169601
28.43154036	-32.2137624	0.0	5.73476696
30.44496477	-34.4251506	0.0	4.865215778
32.4569121	-36.63829714	0.0	5.252718449
34.46670994	-38.85331005	0.0	5.850389957
36.47786006	-41.0721153	0.0	5.405650139
38.48698735	-43.295826760000004	0.0	4.265968323
40.49985111	-45.52597925	0.0	4.109885693
42.52361879	-47.75756598	0.0	5.019882679
44.556297359999995	-49.97885227	0.0	5.36988163
46.58724368	-52.18277872	0.0	4.398920536
48.59442636	-54.397434000000004	0.0	3.161640167
50.59400573	-56.65738881	0.0	3.913921595
52.65104771	-58.949068190000006	0.0	5.225533485
54.804440590000006	-61.01487949	0.0	5.234986305
56.74545467	-63.04353476000001	0.0	3.989899635
58.42652172	-65.31509756999999	0.0	3.245670795
3.704562085	-5.3150840100000005	0.0	14.10958958
-3.286762163	-5.5165174420000005	0.0	13.73474026
0.2894790086	-5.610326305	0.0	13.65003204
55.601917209999996	-65.60248882	0.0	3.389464617
-56.74713477	-63.042283059999995	0.0	3.92632103
-54.80453372	-61.01541966	0.0	5.169895649
-52.65076086	-58.9494817	0.0	5.216991901
-50.59337988	-56.658525020000006	0.0	3.844786406
-48.59353602	-54.39900234	0.0	3.099357128
-46.5862453	-52.18406022	0.0	4.350993156
-44.55592111	-49.97837171	0.0	5.380726337
-42.52338409	-47.75608331	0.0	5.042899609
-40.50217569	-45.52298039	0.0	3.99709487
-38.48912939	-43.29266772	0.0	4.224515438
-36.48133203	-41.06926546	0.0	5.389338017
-34.473866220000005	-38.85231167	0.0	5.79241848
-32.464902849999994	-36.639951169999996	0.0	5.217428207
-30.45540862	-34.43147615	0.0	4.858714581
-28.443805870000002	-32.22644702	0.0	5.71273756
-26.429140940000003	-30.02402186	0.0	6.577612877
-24.41102266	-27.82323025	0.0	6.652948856
-22.39079773	-25.625607000000002	0.0	6.061218262
-20.3667637	-23.42807688	0.0	6.362670422
-18.340779469999998	-21.23892121	0.0	7.413990021
-16.308696939999997	-19.060127440000002	0.0	8.049184799
-14.26158287	-16.89226739	0.0	7.818867207
-12.1841561	-14.74683266	0.0	7.698659897
-10.04634798	-12.60216907	0.0	8.590789795
-7.815229705999999	-10.42881794	0.0	10.30030823
-5.478360225	-8.122168481	0.0	11.75544357
52.78430134	-65.53140283	0.0	4.065831661
49.789547920000004	-65.34100324	0.0	4.361390114
46.694431449999996	-65.37327915	0.0	3.874180555
43.66389662	-65.42588024999999	0.0	2.853238106
40.66127539	-65.4425025	0.0	2.398336411
37.65006363	-65.43948501000001	0.0	2.795253515
34.62735936	-65.4457584	0.0	3.187283754
31.60758317	-65.46529382	0.0	3.126229525
28.59674022	-65.48414379	0.0	2.700223207
25.59024096	-65.49433619	0.0	2.449745893
22.58248068	-65.49668312	0.0	2.609834671
19.57270876	-65.49575180000001	0.0	2.660535097
16.56065136	-65.49534202	0.0	2.611514807
13.54826428	-65.49535691999999	0.0	2.617483139
10.537651369999999	-65.49440324	0.0	2.823075294
7.528769318	-65.49184024	0.0	2.839812994
4.518771544	-65.48862903999999	0.0	2.623609781
1.50909205	-65.48383832	0.0	2.39256978
-1.503269072	-65.47968834999999	0.0	2.253647089
-4.51627234	-65.47557563000001	0.0	2.553312302
-7.531236392	-65.4752627	0.0	2.807253361
-10.54714713	-65.47482312	0.0	2.611662626
-13.56416941	-65.47600776	0.0	2.582693815
-16.580211000000002	-65.47976285	0.0	2.530660391
-19.59395036	-65.48474729	0.0	2.603778839
-22.60491252	-65.48837572000001	0.0	2.447468758
-25.61143599	-65.48967212	0.0	2.435476542
-28.61639671	-65.4817	0.0	2.750706911
-31.625419859999997	-65.46524167	0.0	3.070655584
-34.6432589	-65.44782221000001	0.0	3.107108831
-37.664007399999996	-65.44280797	0.0	2.702583313
-40.67336395	-65.44744223	0.0	2.360451937
-43.67443547	-65.43083489	0.0	2.917042971
-46.703688799999995	-65.37801772	0.0	3.827997208
-49.797583370000005	-65.34444540999999	0.0	4.293891907
-52.79100686	-65.53413719	0.0	4.050645351
-58.430448170000005	-65.31316787	0.0	3.314445972
-55.60762435	-65.60274959	0.0	3.362878084
7.118440699000001	-12.93149125	0.0	8.917547226
9.226688184	-15.14011342	0.0	7.238087654
11.28907688	-17.3566211	0.0	6.811035156
13.33862171	-19.57727037	0.0	7.003229141
15.38125239	-21.79692686	0.0	7.008724213
17.41527952	-24.01174232	0.0	6.057132721
19.444638859999998	-26.22403204	0.0	5.227472782
21.46801911	-28.43388729	0.0	5.47450304
23.48438092	-30.64047731	0.0	5.958575726
25.49773082	-32.8492038	0.0	5.543767929
27.507327500000002	-35.059880469999996	0.0	4.605844975
29.51210923	-37.272218609999996	0.0	4.34937191
31.519327309999998	-39.4895412	0.0	4.854574203
33.52234885	-41.70867801	0.0	4.939165115
35.52312404	-43.9337939	0.0	4.217619896
37.526015189999995	-46.170569959999995	0.0	3.534304142
39.535161110000004	-48.42253774	0.0	4.01531744
41.57058895	-50.67680404	0.0	4.58125639
43.63636672	-52.88222805	0.0	4.271019459
45.66752538	-55.04419655	0.0	3.16036129
47.61332273	-57.26725608	0.0	2.771763563
49.551196399999995	-59.647917750000005	0.0	4.098139763
51.73425749	-62.36772239	0.0	4.886079788
2.535870299	-8.321037515999999	0.0	11.23850155
-1.435690094	-9.048027918	0.0	10.5697279
-51.73777044	-62.37090006	0.0	4.853600979
-49.553770570000005	-59.65206772	0.0	4.067725658
-47.615338120000004	-57.27247521	0.0	2.740548611
-45.669436450000006	-55.04849181	0.0	3.103225946
-43.63837838	-52.885632959999995	0.0	4.251005173
-41.57452658	-50.67767948	0.0	4.579702377
-39.53958675	-48.421930520000004	0.0	3.916005373
-37.53198683	-46.1688973	0.0	3.461943388
-35.53402051	-43.932136150000005	0.0	4.16516304
-33.53454545	-41.70851782	0.0	4.90461874
-31.534902750000004	-39.492663	0.0	4.726293564
-29.53382023	-37.28236631	0.0	4.259571075
-27.5307931	-35.077508540000004	0.0	4.690821648
-25.52300692	-32.87805617	0.0	5.601426601
-23.5107895	-30.68292886	0.0	5.889072418
-21.49203606	-28.4888763	0.0	5.468461037
-19.469514489999998	-26.29642375	0.0	5.246304035
-17.445480449999998	-24.11052957	0.0	5.922889709
-15.417144630000001	-21.930255	0.0	6.841160297
-13.38303741	-19.7740756	0.0	6.979346275
-11.32742409	-17.64834113	0.0	6.851164818
-9.213417768	-15.55615757	0.0	7.003762722
-6.981097627	-13.502133079999998	0.0	8.383023262
-4.516544285999999	-11.407342739999999	0.0	9.74861145
4.901824985	-10.701425369999999	0.0	10.42638206
45.14991492	-62.778547409999994	0.0	2.99602294
42.18242317	-62.84616143	0.0	2.398631811
39.20134157	-62.81387805999999	0.0	2.829009771
36.1661166	-62.7931729	0.0	3.313913345
33.12203661	-62.826529150000006	0.0	3.357635021
30.104009429999998	-62.869362530000004	0.0	2.931138277
27.1037966	-62.894687059999995	0.0	2.373676538
24.10395257	-62.89920211	0.0	2.256227732
21.0960824	-62.89451569	0.0	2.442709446
18.08072068	-62.89203465	0.0	2.552977085
15.06657712	-62.89219111	0.0	2.445413589
12.053714130000001	-62.89260089	0.0	2.487912893
9.042365476	-62.89078295	0.0	2.561191797
6.034546066	-62.885113059999995	0.0	2.479184389
3.0235000889999997	-62.87836283000001	0.0	2.174448729
0.01326700112	-62.868587670000004	0.0	2.030706644
-3.003331134	-62.862731520000004	0.0	2.044106722
-6.021094043	-62.856979669999994	0.0	2.479376554
-9.041620417999999	-62.854729590000005	0.0	2.459793091
-12.06342503	-62.859110529999995	0.0	2.402550459
-15.085320920000001	-62.862858179999996	0.0	2.429630041
-18.10579374	-62.87038326	0.0	2.456062078
-21.12293802	-62.878534200000004	0.0	2.386429787
-24.13022704	-62.88947910000001	0.0	2.173825026
-27.12770738	-62.88886815	0.0	2.339210749
-30.125083399999998	-62.867403030000006	0.0	2.813937426
-33.14014897	-62.8272295	0.0	3.214596748
-36.18127853	-62.796719370000005	0.0	3.188501596
-39.21366483	-62.81945109000001	0.0	2.697355986
-42.19217971	-62.85282969	0.0	2.394633532
-45.15787214	-62.78450042	0.0	2.974909544
-48.23542759	-62.60421127	0.0	3.984382153
54.32911962	-63.50922585	0.0	4.560826302
-54.33261767	-63.510715960000006	0.0	4.517622948
48.229426149999995	-62.59855628	0.0	4.009499073
1.715763006	-11.51279826	0.0	9.277758598
8.332901634	-17.975864929999997	0.0	5.86217165
10.38087346	-20.20276524	0.0	6.018585205
12.429863209999999	-22.42921852	0.0	6.111718655
14.47544526	-24.648441000000002	0.0	5.586239815
16.51125588	-26.86204948	0.0	4.66312933
18.53621565	-29.069619250000002	0.0	4.427816868
20.55564709	-31.27647564	0.0	4.939459324
22.56814763	-33.48246589	0.0	5.1525774
24.5716814	-35.688232629999995	0.0	4.400659561
26.57252364	-37.90106252	0.0	3.599074125
28.571650390000002	-40.119227020000004	0.0	3.734083176
30.56972288	-42.33945534	0.0	4.093717575
32.56902471	-44.56187785	0.0	3.968982697
34.55653042	-46.793237330000004	0.0	3.267741442
36.53872013	-49.05273765	0.0	3.063002825
38.544297220000004	-51.35357752	0.0	3.706103325
40.62370956	-53.67260054	0.0	3.853008986
42.80602559	-55.74824661	0.0	3.147344828
44.7704643	-57.78726935	0.0	2.341416836
46.492516990000006	-60.07239223	0.0	2.792913437
4.137417767	-13.63602839	0.0	8.128450394
-1.350569073	-12.82392908	0.0	8.686018944
-44.775061310000005	-57.79419094	0.0	2.312291145
-42.8105481	-55.75518683	0.0	3.099106312
-40.6299457	-53.67584527	0.0	3.76157093
-38.55125979	-51.354873930000004	0.0	3.57326746
-36.55106947	-49.05181378	0.0	3.06068325
-34.57035869	-46.79195955	0.0	3.198886395
-32.58689493	-44.56143454	0.0	3.856715679
-30.59628978	-42.34305024	0.0	4.032969475
-28.603717680000003	-40.12867436	0.0	3.626282215
-26.612026619999998	-37.92195022	0.0	3.64555192
-24.61675368	-35.72465107	0.0	4.488828182
-22.6122532	-33.53513777	0.0	5.050759792
-20.59737034	-31.3481912	0.0	4.886210442
-18.57716963	-29.16296385	0.0	4.363755703
-16.551023349999998	-26.97394788	0.0	4.495572567
-14.52779491	-24.795344099999998	0.0	5.462098122
-12.506337839999999	-22.633716460000002	0.0	6.086060524
-10.482771320000001	-20.49705386	0.0	6.014428616
-8.444670588000001	-18.42787303	0.0	5.797368526
-6.314541213	-16.45593159	0.0	6.348409653
-3.9899721739999996	-14.581173660000001	0.0	7.326140881
40.78621045	-60.27499959	0.0	2.601212502
37.76263818	-60.088071969999994	0.0	3.205630064
34.636124970000004	-60.14391407	0.0	3.163296938
31.59088641	-60.239829119999996	0.0	2.789597988
28.602087870000002	-60.304384680000005	0.0	2.212182999
25.62584728	-60.31568348	0.0	1.900216699
22.628644480000002	-60.29759347	0.0	2.028896332
19.610416139999998	-60.285136099999995	0.0	2.303080559
16.586812209999998	-60.28658897	0.0	2.260912418
13.56935501	-60.29119715	0.0	2.062424183
10.55999845	-60.29113755	0.0	2.030413389
7.554125041000001	-60.2847375	0.0	1.947538733
4.544681404	-60.274574910000005	0.0	1.787294984
1.534924144	-60.26032567	0.0	1.621501088
-1.4812770530000001	-60.246579350000005	0.0	1.5129807
-4.502131138	-60.23392081	0.0	1.776175976
-7.529237308	-60.23094803	0.0	1.906556487
-10.55759005	-60.23120135	0.0	1.902713895
-13.58634327	-60.23576111	0.0	2.057362556
-16.61468856	-60.24424732	0.0	2.184782743
-19.642408940000003	-60.25687978	0.0	2.216573
-22.66147733	-60.27820706	0.0	2.047024488
-25.65510757	-60.30498445	0.0	1.829390883
-28.62736955	-60.29846892	0.0	2.113126993
